,FSA,bedrooms,post_published_date,average_price
629,M4K,1.0,2020-11-01,1695.0
630,M4K,1.0,2020-11-02,1750.0
631,M4K,2.0,2020-11-02,2431.6666666666665
632,M4K,1.0,2020-11-03,2100.0
633,M4L,1.0,2020-09-19,2395.0
634,M4L,2.0,2020-09-19,2398.75
635,M4L,2.0,2020-09-20,4000.0
636,M4L,1.0,2020-09-21,1707.0
637,M4L,2.0,2020-09-23,2700.0
638,M4L,1.0,2020-09-24,1500.0
639,M4L,2.0,2020-09-25,1595.0
640,M4L,1.0,2020-09-26,1695.0
641,M4L,2.0,2020-09-27,2350.0
642,M4L,1.0,2020-09-28,1100.0
643,M4L,1.0,2020-09-30,1550.0
644,M4L,2.0,2020-10-02,2950.0
645,M4L,1.0,2020-10-03,1596.6666666666667
646,M4L,1.0,2020-10-04,1372.5
647,M4L,2.0,2020-10-04,2350.0
648,M4L,1.0,2020-10-05,1300.0
649,M4L,2.0,2020-10-05,1785.0
650,M4L,1.0,2020-10-07,1735.8333333333333
651,M4L,2.0,2020-10-07,2350.0
652,M4L,1.0,2020-10-09,1693.3333333333333
653,M4L,1.0,2020-10-10,1437.5
654,M4L,1.0,2020-10-12,1500.0
655,M4L,1.0,2020-10-14,950.0
656,M4L,2.0,2020-10-14,3850.0
657,M4L,1.0,2020-10-15,1591.0
658,M4L,1.0,2020-10-16,1696.3333333333333
659,M4L,1.0,2020-10-17,1750.0
660,M4L,1.0,2020-10-20,1500.0
661,M4L,1.0,2020-10-21,900.0
662,M4L,2.0,2020-10-21,2745.0
663,M4L,1.0,2020-10-22,1950.0
664,M4L,1.0,2020-10-23,1700.0
665,M4L,1.0,2020-10-24,1100.0
666,M4L,1.0,2020-10-26,1775.0
667,M4L,2.0,2020-10-26,2500.0
668,M4L,1.0,2020-10-31,1795.0
669,M4L,1.0,2020-11-01,1566.6666666666667
670,M4L,1.0,2020-11-02,1997.5
671,M4L,2.0,2020-11-03,1450.0
672,M4M,1.0,2020-09-19,1250.0
673,M4M,2.0,2020-09-19,1900.0
674,M4M,1.0,2020-09-20,1195.0
675,M4M,2.0,2020-09-20,2450.0
676,M4M,2.0,2020-09-21,2075.0
677,M4M,1.0,2020-09-22,1400.0
678,M4M,2.0,2020-09-22,2100.0
679,M4M,2.0,2020-09-23,1575.0
680,M4M,2.0,2020-09-24,2300.0
681,M4M,1.0,2020-09-25,3000.0
682,M4M,2.0,2020-09-25,2050.0
683,M4M,1.0,2020-09-26,1800.0
684,M4M,1.0,2020-09-27,1000.0
685,M4M,2.0,2020-09-27,1600.0
686,M4M,1.0,2020-09-28,1775.0
687,M4M,2.0,2020-09-28,2400.0
688,M4M,2.0,2020-09-29,2225.0
689,M4M,1.0,2020-09-30,2150.0
690,M4M,2.0,2020-09-30,1880.0
691,M4M,1.0,2020-10-01,1450.0
692,M4M,2.0,2020-10-01,2280.0
693,M4M,1.0,2020-10-02,1460.0
694,M4M,2.0,2020-10-03,1600.0
695,M4M,1.0,2020-10-04,2100.0
696,M4M,2.0,2020-10-04,1600.0
697,M4M,1.0,2020-10-05,1250.0
698,M4M,2.0,2020-10-05,2483.3333333333335
699,M4M,2.0,2020-10-06,2266.6666666666665
700,M4M,1.0,2020-10-07,1350.0
701,M4M,2.0,2020-10-07,2250.0
702,M4M,1.0,2020-10-08,1795.0
703,M4M,2.0,2020-10-08,2116.6666666666665
704,M4M,2.0,2020-10-09,2400.0
705,M4M,2.0,2020-10-10,1900.0
706,M4M,1.0,2020-10-12,2100.0
707,M4M,2.0,2020-10-13,1600.0
708,M4M,2.0,2020-10-14,2375.0
709,M4M,1.0,2020-10-17,1600.0
710,M4M,2.0,2020-10-17,1575.0
711,M4M,2.0,2020-10-18,2350.0
712,M4M,1.0,2020-10-20,1843.5
713,M4M,2.0,2020-10-20,2423.5
714,M4M,1.0,2020-10-21,1650.0
715,M4M,2.0,2020-10-21,2700.0
716,M4M,1.0,2020-10-23,2147.0
717,M4M,1.0,2020-10-24,1882.6666666666667
718,M4M,1.0,2020-10-26,2275.0
719,M4M,1.0,2020-10-27,2425.0
720,M4M,1.0,2020-10-28,1667.0
721,M4M,1.0,2020-10-29,2200.0
722,M4M,1.0,2020-10-30,2400.0
723,M4M,2.0,2020-10-30,2100.0
724,M4M,1.0,2020-10-31,2350.0
725,M4M,1.0,2020-11-01,1856.0
726,M4M,1.0,2020-11-02,1500.0
727,M4M,1.0,2020-11-03,1669.0
728,M4M,2.0,2020-11-03,2695.0
729,M4N,1.0,2020-09-21,2395.0
730,M4N,2.0,2020-09-21,4195.0
731,M4N,1.0,2020-09-24,1300.0
732,M4N,2.0,2020-09-24,2195.0
733,M4N,2.0,2020-09-27,2800.0
734,M4N,2.0,2020-09-28,3197.5
735,M4N,1.0,2020-10-07,2200.0
736,M4N,1.0,2020-10-15,2795.0
737,M4N,2.0,2020-10-16,1835.0
738,M4N,1.0,2020-10-17,2000.0
739,M4N,2.0,2020-10-19,4300.0
740,M4N,1.0,2020-10-24,2650.0
741,M4N,1.0,2020-10-26,2200.0
742,M4N,2.0,2020-10-26,2900.0
743,M4N,2.0,2020-10-29,3547.5
744,M4N,2.0,2020-10-30,4300.0
745,M4N,2.0,2020-11-01,2400.0
746,M4P,1.0,2020-09-20,2495.0
747,M4P,1.0,2020-09-21,1725.0
748,M4P,1.0,2020-09-22,1929.0
749,M4P,2.0,2020-09-22,2295.0
750,M4P,1.0,2020-09-23,1825.0
751,M4P,2.0,2020-09-23,2680.0
752,M4P,2.0,2020-09-24,2200.0
753,M4P,2.0,2020-09-25,2700.0
754,M4P,1.0,2020-09-27,2250.0
755,M4P,2.0,2020-09-28,2400.0
756,M4P,1.0,2020-09-30,1685.0
757,M4P,2.0,2020-09-30,2600.0
758,M4P,1.0,2020-10-01,1887.5
759,M4P,2.0,2020-10-01,2200.0
760,M4P,1.0,2020-10-03,1775.0
761,M4P,2.0,2020-10-04,2700.0
762,M4P,1.0,2020-10-05,2995.0
763,M4P,2.0,2020-10-05,2050.0
764,M4P,1.0,2020-10-06,1.0
765,M4P,2.0,2020-10-06,1.0
766,M4P,1.0,2020-10-07,1750.0
767,M4P,2.0,2020-10-07,2600.0
768,M4P,2.0,2020-10-08,2225.0
769,M4P,2.0,2020-10-14,3000.0
770,M4P,1.0,2020-10-15,1800.0
771,M4P,2.0,2020-10-15,2525.0
772,M4P,1.0,2020-10-16,1600.0
773,M4P,2.0,2020-10-16,1.0
774,M4P,1.0,2020-10-18,1925.0
775,M4P,1.0,2020-10-19,1900.0
776,M4P,2.0,2020-10-19,2487.5
777,M4P,1.0,2020-10-20,1700.0
778,M4P,2.0,2020-10-20,2295.0
779,M4P,1.0,2020-10-21,2495.0
780,M4P,2.0,2020-10-22,2150.0
781,M4P,1.0,2020-10-23,1600.0
782,M4P,2.0,2020-10-23,3050.0
783,M4P,2.0,2020-10-25,2395.0
784,M4P,2.0,2020-10-26,2025.0
785,M4P,1.0,2020-10-28,1875.0
786,M4P,2.0,2020-10-28,2350.0
787,M4P,2.0,2020-10-29,1850.0
788,M4P,1.0,2020-10-30,1780.0
789,M4P,2.0,2020-10-30,2197.5
790,M4P,2.0,2020-10-31,2290.0
791,M4P,2.0,2020-11-01,3200.0
792,M4P,2.0,2020-11-03,4700.0
793,M4R,1.0,2020-09-20,1450.0
794,M4R,2.0,2020-09-23,2625.0
795,M4R,1.0,2020-09-26,1775.0
796,M4R,2.0,2020-09-30,2725.0
797,M4R,1.0,2020-10-01,2250.0
798,M4R,2.0,2020-10-02,2025.0
799,M4R,1.0,2020-10-03,1980.0
800,M4R,2.0,2020-10-04,1150.0
801,M4R,2.0,2020-10-08,3600.0
802,M4R,2.0,2020-10-10,2500.0
803,M4R,2.0,2020-10-12,2400.0
804,M4R,2.0,2020-10-16,2800.0
805,M4R,2.0,2020-10-17,2800.0
806,M4R,2.0,2020-11-03,2695.0
807,M4S,1.0,2020-09-19,2248.5
808,M4S,2.0,2020-09-20,2685.0
809,M4S,1.0,2020-09-21,1992.5
810,M4S,2.0,2020-09-21,2795.0
811,M4S,1.0,2020-09-22,2050.0
812,M4S,2.0,2020-09-23,2350.0
813,M4S,1.0,2020-09-24,2050.0
814,M4S,1.0,2020-09-25,2050.0
815,M4S,2.0,2020-09-25,2950.0
816,M4S,1.0,2020-09-26,949.0
817,M4S,2.0,2020-09-26,2000.0
818,M4S,1.0,2020-09-27,1050.0
819,M4S,2.0,2020-09-27,2450.0
820,M4S,1.0,2020-09-28,1950.0
821,M4S,2.0,2020-09-28,3400.0
822,M4S,1.0,2020-09-29,1800.0
823,M4S,1.0,2020-09-30,2200.0
824,M4S,1.0,2020-10-01,1794.75
825,M4S,1.0,2020-10-03,1850.0
826,M4S,2.0,2020-10-04,2900.0
827,M4S,1.0,2020-10-05,2625.0
828,M4S,2.0,2020-10-05,3200.0
829,M4S,1.0,2020-10-06,2150.0
830,M4S,1.0,2020-10-07,3300.0
831,M4S,2.0,2020-10-07,2750.0
832,M4S,1.0,2020-10-08,2022.5
833,M4S,2.0,2020-10-08,3450.0
834,M4S,1.0,2020-10-09,1250.0
835,M4S,2.0,2020-10-09,2980.0
836,M4S,1.0,2020-10-11,1900.0
837,M4S,2.0,2020-10-11,2700.0
838,M4S,1.0,2020-10-12,1800.0
839,M4S,1.0,2020-10-13,1999.0
840,M4S,1.0,2020-10-14,1900.0
841,M4S,1.0,2020-10-15,2341.6666666666665
842,M4S,1.0,2020-10-16,1999.0
843,M4S,1.0,2020-10-17,1750.0
844,M4S,1.0,2020-10-18,1600.0
845,M4S,1.0,2020-10-19,2514.6666666666665
846,M4S,1.0,2020-10-20,2047.5
847,M4S,2.0,2020-10-20,2795.0
848,M4S,1.0,2020-10-21,1675.0
849,M4S,2.0,2020-10-21,2512.0
850,M4S,1.0,2020-10-22,2050.0
851,M4S,1.0,2020-10-23,1745.0
852,M4S,1.0,2020-10-24,1725.0
853,M4S,2.0,2020-10-24,2525.0
854,M4S,2.0,2020-10-26,2350.0
855,M4S,1.0,2020-10-29,1850.0
856,M4S,2.0,2020-10-29,3150.0
857,M4S,1.0,2020-11-01,1900.0
858,M4S,1.0,2020-11-02,1695.0
859,M4S,2.0,2020-11-03,2500.0
860,M4T,1.0,2020-09-20,1550.0
861,M4T,2.0,2020-09-20,3345.0
862,M4T,1.0,2020-09-21,1500.0
863,M4T,1.0,2020-09-22,1850.0
864,M4T,2.0,2020-09-23,1820.0
865,M4T,1.0,2020-09-27,975.0
866,M4T,1.0,2020-09-29,1820.0
867,M4T,2.0,2020-09-30,2995.0
868,M4T,1.0,2020-10-02,1700.0
869,M4T,2.0,2020-10-02,2900.0
870,M4T,2.0,2020-10-05,3695.0
871,M4T,1.0,2020-10-11,1400.0
872,M4T,1.0,2020-10-12,1400.0
873,M4T,1.0,2020-10-13,1500.0
874,M4T,1.0,2020-10-14,1500.0
875,M4T,2.0,2020-10-14,2350.0
876,M4T,1.0,2020-10-17,1500.0
877,M4T,2.0,2020-10-19,2600.0
878,M4T,1.0,2020-10-23,1400.0
879,M4T,2.0,2020-10-29,2995.0
880,M4T,2.0,2020-11-02,3000.0
881,M4V,1.0,2020-09-19,2030.0
882,M4V,2.0,2020-09-19,2550.0
883,M4V,1.0,2020-09-20,2214.5
884,M4V,1.0,2020-09-21,1950.0
885,M4V,1.0,2020-09-22,1625.0
886,M4V,1.0,2020-09-23,2011.25
887,M4V,2.0,2020-09-23,2750.0
888,M4V,1.0,2020-09-25,1575.0
889,M4V,1.0,2020-09-26,1475.0
890,M4V,1.0,2020-09-27,1800.0
891,M4V,2.0,2020-09-27,2510.0
892,M4V,1.0,2020-09-28,1575.0
893,M4V,1.0,2020-09-29,1500.0
894,M4V,1.0,2020-09-30,1500.0
895,M4V,1.0,2020-10-01,1500.0
896,M4V,1.0,2020-10-03,1475.0
897,M4V,2.0,2020-10-04,3200.0
898,M4V,1.0,2020-10-05,2950.0
899,M4V,1.0,2020-10-06,2250.0
900,M4V,2.0,2020-10-08,2490.0
901,M4V,2.0,2020-10-11,2490.0
902,M4V,1.0,2020-10-12,2145.0
903,M4V,2.0,2020-10-12,2490.0
904,M4V,2.0,2020-10-13,1650.0
905,M4V,1.0,2020-10-14,2100.0
906,M4V,2.0,2020-10-14,2140.0
907,M4V,1.0,2020-10-15,1950.0
908,M4V,2.0,2020-10-16,2150.0
909,M4V,2.0,2020-10-17,1800.0
910,M4V,2.0,2020-10-18,1800.0
911,M4V,2.0,2020-10-19,1762.5
912,M4V,2.0,2020-10-20,2266.6666666666665
913,M4V,1.0,2020-10-21,1500.0
914,M4V,2.0,2020-10-21,1800.0
915,M4V,1.0,2020-10-22,1475.0
916,M4V,2.0,2020-10-22,2480.0
917,M4V,2.0,2020-10-23,1800.0
918,M4V,1.0,2020-10-24,1900.0
919,M4V,2.0,2020-10-24,2608.3333333333335
920,M4V,1.0,2020-10-26,1700.0
921,M4V,2.0,2020-10-27,1966.6666666666667
922,M4V,2.0,2020-10-28,1800.0
923,M4V,1.0,2020-10-30,2900.0
924,M4V,2.0,2020-10-30,3000.0
925,M4V,2.0,2020-11-01,1800.0
926,M4V,1.0,2020-11-02,1925.0
927,M4V,2.0,2020-11-02,1800.0
928,M4V,1.0,2020-11-03,1470.0
929,M4V,2.0,2020-11-03,1900.0
930,M4W,1.0,2020-09-19,2095.0
931,M4W,2.0,2020-09-19,3100.0
932,M4W,1.0,2020-09-20,1815.0
933,M4W,2.0,2020-09-20,4495.0
934,M4W,1.0,2020-09-21,2366.4285714285716
935,M4W,2.0,2020-09-21,4745.0
936,M4W,2.0,2020-09-22,4495.0
937,M4W,1.0,2020-09-23,2700.0
938,M4W,2.0,2020-09-23,2800.0
939,M4W,1.0,2020-09-25,1950.0
940,M4W,2.0,2020-09-25,2800.0
941,M4W,1.0,2020-09-26,1800.0
942,M4W,2.0,2020-09-26,4200.0
943,M4W,2.0,2020-09-28,3250.0
944,M4W,1.0,2020-09-29,1900.0
945,M4W,1.0,2020-09-30,2300.0
946,M4W,2.0,2020-10-01,2900.0
947,M4W,1.0,2020-10-02,890.0
948,M4W,2.0,2020-10-03,2350.0
949,M4W,1.0,2020-10-04,1800.0
950,M4W,1.0,2020-10-06,2100.0
951,M4W,1.0,2020-10-07,2695.0
952,M4W,1.0,2020-10-09,1940.0
953,M4W,2.0,2020-10-09,2200.0
954,M4W,2.0,2020-10-10,1281.0
955,M4W,1.0,2020-10-13,2697.5
956,M4W,2.0,2020-10-16,1830.0
957,M4W,2.0,2020-10-18,2275.0
958,M4W,1.0,2020-10-19,2995.0
959,M4W,2.0,2020-10-19,3047.5
960,M4W,1.0,2020-10-20,1981.3333333333333
961,M4W,1.0,2020-10-21,2261.25
962,M4W,1.0,2020-10-22,1797.5
963,M4W,1.0,2020-10-24,2600.0
964,M4W,2.0,2020-10-24,2725.0
965,M4W,1.0,2020-10-25,1862.5
966,M4W,1.0,2020-10-26,1749.0
967,M4W,1.0,2020-10-27,1749.0
968,M4W,1.0,2020-10-28,1749.0
969,M4W,2.0,2020-10-28,3500.0
970,M4W,2.0,2020-10-29,1691.5
971,M4W,1.0,2020-10-30,1824.5
972,M4W,2.0,2020-10-30,1990.0
973,M4W,1.0,2020-10-31,1764.5
974,M4W,1.0,2020-11-01,1374.5
975,M4W,2.0,2020-11-01,2170.0
976,M4W,1.0,2020-11-02,2174.6666666666665
977,M4W,1.0,2020-11-03,1749.0
978,M4W,2.0,2020-11-03,1697.5
979,M4X,1.0,2020-09-19,1966.6666666666667
980,M4X,1.0,2020-09-21,1950.0
981,M4X,1.0,2020-09-22,2000.0
982,M4X,1.0,2020-09-23,1782.0
983,M4X,2.0,2020-09-25,855.0
984,M4X,1.0,2020-09-28,1400.0
985,M4X,1.0,2020-09-30,1762.5
986,M4X,1.0,2020-10-05,2280.0
987,M4X,2.0,2020-10-11,2950.0
988,M4X,1.0,2020-10-16,1800.0
989,M4X,1.0,2020-10-19,1250.0
990,M4X,1.0,2020-10-30,1700.0
991,M4X,1.0,2020-11-02,1250.0
992,M4Y,1.0,2020-09-19,2169.0
993,M4Y,1.0,2020-09-20,2368.0
994,M4Y,2.0,2020-09-20,3098.3333333333335
995,M4Y,1.0,2020-09-21,2347.5
996,M4Y,2.0,2020-09-21,2900.0
997,M4Y,1.0,2020-09-22,1797.5
998,M4Y,2.0,2020-09-22,3245.0
999,M4Y,1.0,2020-09-23,2072.5
1000,M4Y,2.0,2020-09-23,2850.0
1001,M4Y,1.0,2020-09-24,1825.0
1002,M4Y,1.0,2020-09-25,1890.9
1003,M4Y,2.0,2020-09-25,2510.0
1004,M4Y,1.0,2020-09-26,2020.0
1005,M4Y,2.0,2020-09-26,2766.6666666666665
1006,M4Y,1.0,2020-09-27,1966.6666666666667
1007,M4Y,2.0,2020-09-27,2337.5
1008,M4Y,1.0,2020-09-28,1750.0
1009,M4Y,2.0,2020-09-28,3145.0
1010,M4Y,1.0,2020-09-29,2300.0
1011,M4Y,2.0,2020-09-29,2733.3333333333335
1012,M4Y,1.0,2020-09-30,1387.5
1013,M4Y,2.0,2020-09-30,2645.0
1014,M4Y,1.0,2020-10-01,1900.0
1015,M4Y,2.0,2020-10-01,2197.5
1016,M4Y,1.0,2020-10-02,1900.0
1017,M4Y,2.0,2020-10-02,2686.25
1018,M4Y,1.0,2020-10-03,1824.1666666666667
1019,M4Y,2.0,2020-10-03,1900.0
1020,M4Y,1.0,2020-10-04,1890.0
1021,M4Y,1.0,2020-10-05,2790.625
1022,M4Y,2.0,2020-10-05,3847.5
1023,M4Y,1.0,2020-10-06,1908.3333333333333
1024,M4Y,2.0,2020-10-06,2816.6666666666665
1025,M4Y,1.0,2020-10-07,1600.0
1026,M4Y,2.0,2020-10-07,2733.3333333333335
1027,M4Y,1.0,2020-10-08,1705.7142857142858
1028,M4Y,2.0,2020-10-08,2250.0
1029,M4Y,1.0,2020-10-09,1896.875
1030,M4Y,2.0,2020-10-09,2761.6666666666665
1031,M4Y,1.0,2020-10-10,1124.5
1032,M4Y,1.0,2020-10-11,1950.0
1033,M4Y,2.0,2020-10-11,2693.75
1034,M4Y,1.0,2020-10-12,1850.0
1035,M4Y,1.0,2020-10-13,2012.5
1036,M4Y,2.0,2020-10-13,2795.0
1037,M4Y,1.0,2020-10-14,1907.857142857143
1038,M4Y,2.0,2020-10-14,2650.0
1039,M4Y,1.0,2020-10-15,1867.7777777777778
1040,M4Y,2.0,2020-10-15,2700.0
1041,M4Y,1.0,2020-10-16,1966.875
1042,M4Y,1.0,2020-10-17,1698.75
1043,M4Y,2.0,2020-10-17,1950.0
1044,M4Y,1.0,2020-10-18,1840.0
1045,M4Y,2.0,2020-10-18,2450.0
1046,M4Y,1.0,2020-10-19,2000.5555555555557
1047,M4Y,2.0,2020-10-19,2750.0
1048,M4Y,1.0,2020-10-20,1889.6
1049,M4Y,1.0,2020-10-21,1670.5555555555557
1050,M4Y,2.0,2020-10-21,2810.0
1051,M4Y,1.0,2020-10-22,1875.0
1052,M4Y,2.0,2020-10-22,2475.0
1053,M4Y,1.0,2020-10-23,1631.6666666666667
1054,M4Y,2.0,2020-10-23,2975.0
1055,M4Y,1.0,2020-10-24,1999.6666666666667
1056,M4Y,2.0,2020-10-24,3000.0
1057,M4Y,1.0,2020-10-25,1775.0
1058,M4Y,2.0,2020-10-25,2099.5
1059,M4Y,1.0,2020-10-26,1866.6666666666667
1060,M4Y,2.0,2020-10-26,2695.0
1061,M4Y,1.0,2020-10-27,1685.0
1062,M4Y,2.0,2020-10-27,2983.3333333333335
1063,M4Y,1.0,2020-10-28,1897.0
1064,M4Y,2.0,2020-10-28,2800.0
1065,M4Y,1.0,2020-10-29,1906.25
1066,M4Y,2.0,2020-10-29,2587.5
1067,M4Y,1.0,2020-10-30,1859.375
1068,M4Y,2.0,2020-10-30,2575.0
1069,M4Y,1.0,2020-10-31,2065.0
1070,M4Y,2.0,2020-10-31,2275.0
1071,M4Y,1.0,2020-11-01,1812.5
1072,M4Y,1.0,2020-11-02,1898.0
1073,M4Y,2.0,2020-11-02,2310.0
1074,M4Y,1.0,2020-11-03,1874.1666666666667
1075,M4Y,2.0,2020-11-03,2825.0
1076,M5A,1.0,2020-09-19,2241.5
1077,M5A,2.0,2020-09-19,2700.0
1078,M5A,1.0,2020-09-20,2070.0
1079,M5A,2.0,2020-09-20,2247.5
1080,M5A,1.0,2020-09-21,2077.0588235294117
1081,M5A,2.0,2020-09-21,2703.3333333333335
1082,M5A,1.0,2020-09-22,2165.8333333333335
1083,M5A,2.0,2020-09-22,2800.0
1084,M5A,1.0,2020-09-23,2550.0
1085,M5A,1.0,2020-09-24,2332.0
1086,M5A,1.0,2020-09-25,1750.0
1087,M5A,2.0,2020-09-25,2900.0
1088,M5A,1.0,2020-09-26,1695.0
1089,M5A,2.0,2020-09-26,3000.0
1090,M5A,1.0,2020-09-27,1680.0
1091,M5A,1.0,2020-09-28,1873.3333333333333
1092,M5A,2.0,2020-09-28,2500.0
1093,M5A,1.0,2020-09-29,2050.0
1094,M5A,2.0,2020-09-29,2960.0
1095,M5A,1.0,2020-09-30,2105.0
1096,M5A,2.0,2020-09-30,2683.3333333333335
1097,M5A,1.0,2020-10-01,1821.4285714285713
1098,M5A,2.0,2020-10-01,2325.0
1099,M5A,1.0,2020-10-02,1810.0
1100,M5A,1.0,2020-10-03,1200.0
1101,M5A,1.0,2020-10-04,1781.6666666666667
1102,M5A,2.0,2020-10-04,2649.5
1103,M5A,1.0,2020-10-05,2342.1428571428573
1104,M5A,2.0,2020-10-05,1000.0
1105,M5A,1.0,2020-10-06,1650.0
1106,M5A,2.0,2020-10-06,2925.0
1107,M5A,1.0,2020-10-07,1725.0
1108,M5A,2.0,2020-10-07,2597.0
1109,M5A,2.0,2020-10-08,4200.0
1110,M5A,1.0,2020-10-09,1829.0
1111,M5A,2.0,2020-10-09,2747.5
1112,M5A,1.0,2020-10-10,1583.3333333333333
1113,M5A,2.0,2020-10-10,2744.6
1114,M5A,1.0,2020-10-11,1875.0
1115,M5A,2.0,2020-10-11,4250.0
1116,M5A,1.0,2020-10-12,2100.0
1117,M5A,1.0,2020-10-13,1969.5454545454545
1118,M5A,2.0,2020-10-13,2591.6666666666665
1119,M5A,1.0,2020-10-14,1685.0
1120,M5A,2.0,2020-10-14,2506.6666666666665
1121,M5A,1.0,2020-10-15,1805.0
1122,M5A,2.0,2020-10-15,2183.3333333333335
1123,M5A,1.0,2020-10-16,2100.0
1124,M5A,2.0,2020-10-16,2350.0
1125,M5A,1.0,2020-10-17,1850.0
1126,M5A,2.0,2020-10-17,2050.0
1127,M5A,1.0,2020-10-18,1666.6666666666667
1128,M5A,2.0,2020-10-18,2775.0
1129,M5A,1.0,2020-10-19,2210.0
1130,M5A,2.0,2020-10-19,3400.0
1131,M5A,1.0,2020-10-20,2085.0
1132,M5A,2.0,2020-10-20,2250.0
1133,M5A,1.0,2020-10-21,1948.2
1134,M5A,2.0,2020-10-21,2226.6666666666665
1135,M5A,1.0,2020-10-22,1767.6666666666667
1136,M5A,2.0,2020-10-22,2860.8333333333335
1137,M5A,1.0,2020-10-23,1809.4
1138,M5A,2.0,2020-10-23,2249.75
1139,M5A,2.0,2020-10-24,2197.5
1140,M5A,1.0,2020-10-25,1912.5
1141,M5A,2.0,2020-10-25,2724.5
1142,M5A,1.0,2020-10-26,1874.1666666666667
1143,M5A,2.0,2020-10-26,2250.0
1144,M5A,1.0,2020-10-27,2111.25
1145,M5A,1.0,2020-10-28,1693.75
1146,M5A,2.0,2020-10-28,2410.0
1147,M5A,1.0,2020-10-29,1866.4
1148,M5A,2.0,2020-10-29,2000.0
1149,M5A,1.0,2020-10-30,1420.0
1150,M5A,2.0,2020-10-30,2095.8333333333335
1151,M5A,1.0,2020-10-31,1950.0
1152,M5A,1.0,2020-11-01,1500.0
1153,M5A,1.0,2020-11-02,1724.0
1154,M5A,2.0,2020-11-02,2533.3333333333335
1155,M5A,1.0,2020-11-03,1358.125
1156,M5A,2.0,2020-11-03,2100.0
1157,M5B,1.0,2020-09-19,1400.0
1158,M5B,1.0,2020-09-20,1890.0
1159,M5B,1.0,2020-09-21,2077.0
1160,M5B,2.0,2020-09-21,3500.0
1161,M5B,1.0,2020-09-22,1400.0
1162,M5B,1.0,2020-09-23,1937.5
1163,M5B,2.0,2020-09-23,3350.0
1164,M5B,2.0,2020-09-24,2800.0
1165,M5B,1.0,2020-09-25,1150.0
1166,M5B,1.0,2020-09-26,1925.0
1167,M5B,2.0,2020-09-26,2650.0
1168,M5B,2.0,2020-09-27,2700.0
1169,M5B,1.0,2020-09-28,1895.0
1170,M5B,1.0,2020-09-29,1926.6666666666667
1171,M5B,1.0,2020-09-30,1420.0
1172,M5B,1.0,2020-10-01,1750.0
1173,M5B,2.0,2020-10-01,2675.0
1174,M5B,1.0,2020-10-02,2100.0
1175,M5B,2.0,2020-10-02,2700.0
1176,M5B,1.0,2020-10-03,1650.0
1177,M5B,1.0,2020-10-04,1750.0
1178,M5B,2.0,2020-10-04,2500.0
1179,M5B,1.0,2020-10-05,2347.5
1180,M5B,1.0,2020-10-06,1550.0
1181,M5B,2.0,2020-10-06,2475.0
1182,M5B,1.0,2020-10-07,1000.0
1183,M5B,2.0,2020-10-07,2200.0
1184,M5B,1.0,2020-10-08,1300.0
1185,M5B,2.0,2020-10-08,2650.0
1186,M5B,1.0,2020-10-09,1397.5
1187,M5B,1.0,2020-10-10,979.0
1188,M5B,1.0,2020-10-13,1695.0
1189,M5B,2.0,2020-10-13,2300.0
1190,M5B,1.0,2020-10-14,1800.0
1191,M5B,2.0,2020-10-14,2325.0
1192,M5B,1.0,2020-10-15,1700.0
1193,M5B,2.0,2020-10-15,2775.0
1194,M5B,1.0,2020-10-16,1200.0
1195,M5B,1.0,2020-10-17,2220.0
1196,M5B,2.0,2020-10-17,2550.0
1197,M5B,1.0,2020-10-18,1315.0
1198,M5B,1.0,2020-10-19,1595.0
1199,M5B,2.0,2020-10-19,2500.0
1200,M5B,1.0,2020-10-20,1000.0
1201,M5B,2.0,2020-10-20,2550.0
1202,M5B,1.0,2020-10-21,1584.6
1203,M5B,2.0,2020-10-21,2450.0
1204,M5B,1.0,2020-10-22,1524.4444444444443
1205,M5B,2.0,2020-10-22,2300.0
1206,M5B,1.0,2020-10-23,1500.0
1207,M5B,2.0,2020-10-23,2775.0
1208,M5B,1.0,2020-10-24,1700.0
1209,M5B,2.0,2020-10-24,2500.0
1210,M5B,1.0,2020-10-25,1887.0
1211,M5B,1.0,2020-10-27,1583.3333333333333
1212,M5B,2.0,2020-10-27,2550.0
1213,M5B,1.0,2020-10-28,1360.0
1214,M5B,2.0,2020-10-28,2000.3333333333333
1215,M5B,1.0,2020-10-29,2395.0
1216,M5B,2.0,2020-10-29,2850.0
1217,M5B,1.0,2020-10-30,1948.75
1218,M5B,2.0,2020-10-30,2516.6666666666665
1219,M5B,1.0,2020-10-31,1000.0
1220,M5B,2.0,2020-10-31,2500.0
1221,M5B,1.0,2020-11-01,1850.0
1222,M5B,1.0,2020-11-02,1550.0
1223,M5B,2.0,2020-11-02,2500.0
1224,M5B,1.0,2020-11-03,1645.7142857142858
1225,M5B,2.0,2020-11-03,2500.0
1226,M5C,1.0,2020-09-20,1660.0
1227,M5C,1.0,2020-09-21,2495.0
1228,M5C,2.0,2020-09-21,2800.0
1229,M5C,1.0,2020-09-22,1975.0
1230,M5C,1.0,2020-09-24,1200.0
1231,M5C,1.0,2020-09-25,1600.0
1232,M5C,2.0,2020-09-26,2800.0
1233,M5C,1.0,2020-09-29,1600.0
1234,M5C,2.0,2020-09-29,2850.0
1235,M5C,2.0,2020-09-30,2525.0
1236,M5C,1.0,2020-10-01,1750.0
1237,M5C,1.0,2020-10-03,1800.0
