reportedyear,FSA,reportedmonth,MCI,Count of MCI
2017,M2N,May,Break and Enter,10
2017,M2N,November,Break and Enter,10
2017,M2N,October,Break and Enter,13
2017,M2N,September,Break and Enter,17
2017,M2N,April,Robbery,5
2017,M2N,August,Robbery,2
2017,M2N,December,Robbery,6
2017,M2N,February,Robbery,10
2017,M2N,January,Robbery,15
2017,M2N,July,Robbery,5
2017,M2N,June,Robbery,7
2017,M2N,March,Robbery,5
2017,M2N,May,Robbery,5
2017,M2N,November,Robbery,7
2017,M2N,October,Robbery,4
2017,M2N,September,Robbery,3
2017,M2N,April,Theft Over,5
2017,M2N,August,Theft Over,2
2017,M2N,December,Theft Over,2
2017,M2N,February,Theft Over,1
2017,M2N,January,Theft Over,4
2017,M2N,July,Theft Over,6
2017,M2N,June,Theft Over,2
2017,M2N,March,Theft Over,2
2017,M2N,May,Theft Over,2
2017,M2N,November,Theft Over,3
2017,M2N,October,Theft Over,3
2017,M2N,September,Theft Over,2
2018,M2N,April,Assault,18
2018,M2N,August,Assault,17
2018,M2N,December,Assault,20
2018,M2N,February,Assault,36
2018,M2N,January,Assault,33
2018,M2N,July,Assault,31
2018,M2N,June,Assault,24
2018,M2N,March,Assault,18
2018,M2N,May,Assault,28
2018,M2N,November,Assault,22
2018,M2N,October,Assault,31
2018,M2N,September,Assault,34
2018,M2N,August,Auto Theft,4
2018,M2N,December,Auto Theft,10
2018,M2N,February,Auto Theft,3
2018,M2N,January,Auto Theft,7
2018,M2N,July,Auto Theft,6
2018,M2N,June,Auto Theft,4
2018,M2N,March,Auto Theft,7
2018,M2N,May,Auto Theft,1
2018,M2N,November,Auto Theft,5
2018,M2N,October,Auto Theft,6
2018,M2N,September,Auto Theft,4
2018,M2N,April,Break and Enter,6
2018,M2N,August,Break and Enter,9
2018,M2N,December,Break and Enter,14
2018,M2N,February,Break and Enter,8
2018,M2N,January,Break and Enter,15
2018,M2N,July,Break and Enter,10
2018,M2N,June,Break and Enter,5
2018,M2N,March,Break and Enter,9
2018,M2N,May,Break and Enter,5
2018,M2N,November,Break and Enter,12
2018,M2N,October,Break and Enter,12
2018,M2N,September,Break and Enter,8
2018,M2N,April,Robbery,8
2018,M2N,August,Robbery,8
2018,M2N,December,Robbery,2
2018,M2N,February,Robbery,10
2018,M2N,January,Robbery,14
2018,M2N,July,Robbery,6
2018,M2N,June,Robbery,6
2018,M2N,March,Robbery,20
2018,M2N,May,Robbery,5
2018,M2N,November,Robbery,7
2018,M2N,October,Robbery,12
2018,M2N,September,Robbery,11
2018,M2N,April,Theft Over,2
2018,M2N,August,Theft Over,4
2018,M2N,December,Theft Over,2
2018,M2N,February,Theft Over,2
2018,M2N,January,Theft Over,2
2018,M2N,July,Theft Over,1
2018,M2N,June,Theft Over,1
2018,M2N,March,Theft Over,2
2018,M2N,May,Theft Over,1
2018,M2N,November,Theft Over,3
2018,M2N,October,Theft Over,1
2018,M2N,September,Theft Over,4
2019,M2N,April,Assault,24
2019,M2N,August,Assault,29
2019,M2N,December,Assault,18
2019,M2N,February,Assault,17
2019,M2N,January,Assault,15
2019,M2N,July,Assault,26
2019,M2N,June,Assault,27
2019,M2N,March,Assault,26
2019,M2N,May,Assault,30
2019,M2N,November,Assault,30
2019,M2N,October,Assault,39
2019,M2N,September,Assault,24
2019,M2N,April,Auto Theft,9
2019,M2N,August,Auto Theft,9
2019,M2N,December,Auto Theft,3
2019,M2N,February,Auto Theft,3
2019,M2N,January,Auto Theft,5
2019,M2N,July,Auto Theft,7
2019,M2N,June,Auto Theft,5
2019,M2N,March,Auto Theft,5
2019,M2N,May,Auto Theft,7
2019,M2N,November,Auto Theft,10
2019,M2N,October,Auto Theft,13
2019,M2N,September,Auto Theft,18
2019,M2N,April,Break and Enter,16
2019,M2N,August,Break and Enter,6
2019,M2N,December,Break and Enter,23
2019,M2N,February,Break and Enter,7
2019,M2N,January,Break and Enter,11
2019,M2N,July,Break and Enter,5
2019,M2N,June,Break and Enter,5
2019,M2N,March,Break and Enter,7
2019,M2N,May,Break and Enter,10
2019,M2N,November,Break and Enter,20
2019,M2N,October,Break and Enter,15
2019,M2N,September,Break and Enter,6
2019,M2N,April,Robbery,3
2019,M2N,August,Robbery,6
2019,M2N,December,Robbery,4
2019,M2N,February,Robbery,3
2019,M2N,January,Robbery,4
2019,M2N,July,Robbery,4
2019,M2N,June,Robbery,5
2019,M2N,March,Robbery,1
2019,M2N,May,Robbery,7
2019,M2N,November,Robbery,9
2019,M2N,October,Robbery,9
2019,M2N,September,Robbery,5
2019,M2N,April,Theft Over,2
2019,M2N,August,Theft Over,1
2019,M2N,December,Theft Over,7
2019,M2N,February,Theft Over,4
2019,M2N,January,Theft Over,2
2019,M2N,July,Theft Over,4
2019,M2N,June,Theft Over,4
2019,M2N,March,Theft Over,1
2019,M2N,May,Theft Over,4
2019,M2N,November,Theft Over,4
2019,M2N,October,Theft Over,5
2019,M2N,September,Theft Over,6
2017,M2P,April,Assault,2
2017,M2P,February,Assault,1
2017,M2P,January,Assault,1
2017,M2P,July,Assault,1
2017,M2P,June,Assault,1
2017,M2P,May,Assault,1
2017,M2P,November,Assault,1
2017,M2P,September,Assault,3
2017,M2P,April,Auto Theft,1
2017,M2P,December,Auto Theft,1
2017,M2P,May,Auto Theft,1
2017,M2P,November,Auto Theft,2
2017,M2P,September,Auto Theft,1
2017,M2P,April,Break and Enter,7
2017,M2P,August,Break and Enter,4
2017,M2P,December,Break and Enter,1
2017,M2P,February,Break and Enter,3
2017,M2P,January,Break and Enter,5
2017,M2P,July,Break and Enter,3
2017,M2P,June,Break and Enter,1
2017,M2P,March,Break and Enter,5
2017,M2P,May,Break and Enter,2
2017,M2P,November,Break and Enter,8
2017,M2P,October,Break and Enter,5
2017,M2P,September,Break and Enter,2
2017,M2P,April,Theft Over,1
2017,M2P,August,Theft Over,1
2018,M2P,April,Assault,1
2018,M2P,August,Assault,2
2018,M2P,December,Assault,1
2018,M2P,June,Assault,2
2018,M2P,May,Assault,2
2018,M2P,November,Assault,1
2018,M2P,October,Assault,2
2018,M2P,August,Auto Theft,1
2018,M2P,January,Auto Theft,4
2018,M2P,May,Auto Theft,1
2018,M2P,November,Auto Theft,1
2018,M2P,September,Auto Theft,1
2018,M2P,August,Break and Enter,2
2018,M2P,December,Break and Enter,6
2018,M2P,February,Break and Enter,4
2018,M2P,January,Break and Enter,5
2018,M2P,July,Break and Enter,1
2018,M2P,June,Break and Enter,3
2018,M2P,March,Break and Enter,3
2018,M2P,May,Break and Enter,2
2018,M2P,November,Break and Enter,9
2018,M2P,October,Break and Enter,6
2018,M2P,September,Break and Enter,3
2018,M2P,May,Robbery,1
2018,M2P,November,Robbery,1
2018,M2P,August,Theft Over,1
2018,M2P,October,Theft Over,2
2019,M2P,April,Assault,2
2019,M2P,August,Assault,1
2019,M2P,December,Assault,2
2019,M2P,February,Assault,4
2019,M2P,January,Assault,1
2019,M2P,July,Assault,1
2019,M2P,March,Assault,2
2019,M2P,May,Assault,2
2019,M2P,November,Assault,3
2019,M2P,September,Assault,2
2019,M2P,April,Auto Theft,3
2019,M2P,February,Auto Theft,4
2019,M2P,July,Auto Theft,1
2019,M2P,June,Auto Theft,2
2019,M2P,November,Auto Theft,4
2019,M2P,October,Auto Theft,2
2019,M2P,September,Auto Theft,3
2019,M2P,April,Break and Enter,5
2019,M2P,August,Break and Enter,3
2019,M2P,December,Break and Enter,6
2019,M2P,February,Break and Enter,3
2019,M2P,January,Break and Enter,4
2019,M2P,July,Break and Enter,6
2019,M2P,June,Break and Enter,1
2019,M2P,November,Break and Enter,2
2019,M2P,October,Break and Enter,8
2019,M2P,September,Break and Enter,3
2019,M2P,April,Robbery,1
2019,M2P,July,Theft Over,1
2019,M2P,October,Theft Over,1
2017,M2R,April,Assault,18
2017,M2R,August,Assault,11
2017,M2R,December,Assault,12
2017,M2R,February,Assault,12
2017,M2R,January,Assault,8
2017,M2R,July,Assault,14
2017,M2R,June,Assault,14
2017,M2R,March,Assault,7
2017,M2R,May,Assault,9
2017,M2R,November,Assault,6
2017,M2R,October,Assault,13
2017,M2R,September,Assault,8
2017,M2R,April,Auto Theft,2
2017,M2R,August,Auto Theft,9
2017,M2R,December,Auto Theft,3
2017,M2R,February,Auto Theft,4
2017,M2R,January,Auto Theft,1
2017,M2R,July,Auto Theft,4
2017,M2R,June,Auto Theft,5
2017,M2R,March,Auto Theft,2
2017,M2R,May,Auto Theft,5
2017,M2R,November,Auto Theft,3
2017,M2R,October,Auto Theft,1
2017,M2R,September,Auto Theft,1
2017,M2R,April,Break and Enter,2
2017,M2R,August,Break and Enter,3
2017,M2R,December,Break and Enter,9
2017,M2R,February,Break and Enter,8
2017,M2R,January,Break and Enter,9
2017,M2R,July,Break and Enter,9
2017,M2R,June,Break and Enter,14
2017,M2R,March,Break and Enter,8
2017,M2R,May,Break and Enter,7
2017,M2R,November,Break and Enter,14
2017,M2R,October,Break and Enter,8
2017,M2R,September,Break and Enter,6
2017,M2R,April,Robbery,1
2017,M2R,August,Robbery,1
2017,M2R,December,Robbery,1
2017,M2R,February,Robbery,1
2017,M2R,January,Robbery,6
2017,M2R,July,Robbery,4
2017,M2R,June,Robbery,1
2017,M2R,March,Robbery,2
2017,M2R,May,Robbery,4
2017,M2R,October,Robbery,1
2017,M2R,September,Robbery,2
2017,M2R,April,Theft Over,1
2017,M2R,January,Theft Over,1
2017,M2R,June,Theft Over,1
2017,M2R,May,Theft Over,1
2017,M2R,October,Theft Over,4
2018,M2R,April,Assault,12
2018,M2R,August,Assault,12
2018,M2R,December,Assault,17
2018,M2R,February,Assault,16
2018,M2R,January,Assault,18
2018,M2R,July,Assault,7
2018,M2R,June,Assault,17
2018,M2R,March,Assault,14
2018,M2R,May,Assault,15
2018,M2R,November,Assault,12
2018,M2R,October,Assault,20
2018,M2R,September,Assault,14
2018,M2R,April,Auto Theft,8
2018,M2R,August,Auto Theft,9
2018,M2R,December,Auto Theft,1
2018,M2R,February,Auto Theft,2
2018,M2R,January,Auto Theft,1
2018,M2R,July,Auto Theft,6
2018,M2R,June,Auto Theft,5
2018,M2R,March,Auto Theft,1
2018,M2R,May,Auto Theft,7
2018,M2R,November,Auto Theft,9
2018,M2R,October,Auto Theft,2
2018,M2R,September,Auto Theft,4
2018,M2R,April,Break and Enter,5
2018,M2R,August,Break and Enter,7
2018,M2R,December,Break and Enter,8
2018,M2R,February,Break and Enter,3
